"ID","TOPIC","LABEL","LEVEL","VIDEO_URL"
"236","Tính cách - Tính chất","ăn diện","2","https://player.vimeo.com/video/669914170?badge=0&autopause=0&player_id=0&app_id=58479"
"242","Tính cách - Tính chất","bảo thủ","2","https://player.vimeo.com/video/674725682?badge=0&autopause=0&player_id=0&app_id=58479"
"248","Tính cách - Tính chất","cách ly","2","https://player.vimeo.com/video/661106497?badge=0&autopause=0&player_id=0&app_id=58479"
"249","Tính cách - Tính chất","căm thù","2","https://player.vimeo.com/video/661109470?badge=0&autopause=0&player_id=0&app_id=58479"
"251","Tính cách - Tính chất","cao quý","2","https://player.vimeo.com/video/675522592?badge=0&autopause=0&player_id=0&app_id=58479"
"271","Tính cách - Tính chất","đen đủi","2","https://player.vimeo.com/video/665241758?badge=0&autopause=0&player_id=0&app_id=58479"
"275","Tính cách - Tính chất","đùm bọc","2","https://player.vimeo.com/video/663613152?badge=0&autopause=0&player_id=0&app_id=58479"
"238","Tính cách - Tính chất","ấn tượng","2","https://player.vimeo.com/video/670183486?badge=0&autopause=0&player_id=0&app_id=58479"
"239","Tính cách - Tính chất","anh hùng","2","https://player.vimeo.com/video/657530793?badge=0&autopause=0&player_id=0&app_id=58479"
"241","Tính cách - Tính chất","băng giá","2","https://player.vimeo.com/video/674735251?badge=0&autopause=0&player_id=0&app_id=58479"
"243","Tính cách - Tính chất","bắt buộc","2","https://player.vimeo.com/video/661100761?badge=0&autopause=0&player_id=0&app_id=58479"
"244","Tính cách - Tính chất","bất hiếu","2","https://player.vimeo.com/video/661100997?badge=0&autopause=0&player_id=0&app_id=58479"
"246","Tính cách - Tính chất","bát ngát","2","https://player.vimeo.com/video/674725874?badge=0&autopause=0&player_id=0&app_id=58479"
"256","Tính cách - Tính chất","chủ động","2","https://player.vimeo.com/video/663683288?badge=0&autopause=0&player_id=0&app_id=58479"
"266","Tính cách - Tính chất","dịu dàng","2","https://player.vimeo.com/video/666252074?badge=0&autopause=0&player_id=0&app_id=58479"
"267","Tính cách - Tính chất","dũng cảm","2","https://player.vimeo.com/video/663613436?badge=0&autopause=0&player_id=0&app_id=58479"
"270","Tính cách - Tính chất","đầu tiên","3","https://player.vimeo.com/video/662228203?badge=0&autopause=0&player_id=0&app_id=58479"
"274","Tính cách - Tính chất","đơn giản","3","https://player.vimeo.com/video/663611734?badge=0&autopause=0&player_id=0&app_id=58479"
"245","Tính cách - Tính chất","bất khuất","3","https://player.vimeo.com/video/664853991?badge=0&autopause=0&player_id=0&app_id=58479"
"254","Tính cách - Tính chất","chất lượng","3","https://player.vimeo.com/video/666329575?badge=0&autopause=0&player_id=0&app_id=58479"
"260","Tính cách - Tính chất","chuyên cần","3","https://player.vimeo.com/video/663689570?badge=0&autopause=0&player_id=0&app_id=58479"
"269","Tính cách - Tính chất","đàng hoàng","3","https://player.vimeo.com/video/662224416?badge=0&autopause=0&player_id=0&app_id=58479"
"265","Tính cách - Tính chất","danh dự","3","https://player.vimeo.com/video/662224901?badge=0&autopause=0&player_id=0&app_id=58479"
"273","Tính cách - Tính chất","độc lập","3","https://player.vimeo.com/video/663611203?badge=0&autopause=0&player_id=0&app_id=58479"
"268","Tính cách - Tính chất","đặc điểm","3","https://player.vimeo.com/video/662220905?badge=0&autopause=0&player_id=0&app_id=58479"
"247","Tính cách - Tính chất","biện pháp","3","https://player.vimeo.com/video/661109554?badge=0&autopause=0&player_id=0&app_id=58479"
"258","Tính cách - Tính chất","chức năng","3","https://player.vimeo.com/video/663684565?badge=0&autopause=0&player_id=0&app_id=58479"
"272","Tính cách - Tính chất","điều kiện","3","https://player.vimeo.com/video/663609934?badge=0&autopause=0&player_id=0&app_id=58479"
"250","Tính cách - Tính chất","cạnh tranh","3","https://player.vimeo.com/video/663670460?badge=0&autopause=0&player_id=0&app_id=58479"
"255","Tính cách - Tính chất","chiến thắng","3","https://player.vimeo.com/video/663671709?badge=0&autopause=0&player_id=0&app_id=58479"
"259","Tính cách - Tính chất","chuyên biệt","3","https://player.vimeo.com/video/676628294?badge=0&autopause=0&player_id=0&app_id=58479"
"237","Tính cách - Tính chất","ăn hối lộ","3","https://player.vimeo.com/video/669914124?badge=0&autopause=0&player_id=0&app_id=58479"
"284","Từ thông dụng","đau","1","https://player.vimeo.com/video/704863892?badge=0&autopause=0&player_id=0&app_id=58479"
"278","Từ thông dụng","ai cho","1","https://player.vimeo.com/video/663001397?badge=0&autopause=0&player_id=0&app_id=58479"
"279","Từ thông dụng","căm thù","1","https://player.vimeo.com/video/662500249?badge=0&autopause=0&player_id=0&app_id=58479"
"281","Từ thông dụng","đầu tiên","2","https://player.vimeo.com/video/705626256?badge=0&autopause=0&player_id=0&app_id=58479"
"282","Từ thông dụng","hòa bình","2","https://player.vimeo.com/video/675867257?badge=0&autopause=0&player_id=0&app_id=58479"
"283","Từ thông dụng","nhiệt độ","2","https://player.vimeo.com/video/704848931?badge=0&autopause=0&player_id=0&app_id=58479"
"285","Từ thông dụng","đau bụng","3","https://player.vimeo.com/video/704864992?badge=0&autopause=0&player_id=0&app_id=58479"
"280","Từ thông dụng","công nhận","3","https://player.vimeo.com/video/672818938?badge=0&autopause=0&player_id=0&app_id=58479"
